   1.4439E+02  1.2005E-02  1.1491E-02 -7.9291E-04  1.3584E-03  1.1245E-04 
   1.4942E+02  1.1400E-02  1.0843E-02 -8.4900E-04  1.1179E-03  7.4079E-05 
   1.5451E+02  1.0835E-02  1.0231E-02 -8.5666E-04  1.0951E-03  5.6449E-06
   1.5967E+02  1.0302E-02  9.7200E-03 -8.2503E-04  1.0984E-03 -8.1052E-06
   1.6489E+02  9.7868E-03  9.2366E-03 -7.4843E-04  1.1042E-03 -2.6689E-05 
   1.7017E+02  9.3378E-03  8.7686E-03 -6.9700E-04  1.0591E-03 -5.0310E-06 
   1.7552E+02  8.9447E-03  8.3829E-03 -6.1305E-04  9.7572E-04  1.7190E-05 
   1.8092E+02  8.5783E-03  8.0935E-03 -5.8655E-04  8.2918E-04  1.8248E-05 
   1.8638E+02  8.2226E-03  7.8341E-03 -4.7458E-04  6.5052E-04  2.3215E-05 
   1.9189E+02  7.8534E-03  7.5482E-03 -3.4570E-04  4.7452E-04  7.9623E-07 
   1.9746E+02  7.5094E-03  7.2144E-03 -1.6459E-04  3.7979E-04  7.8558E-06 
   2.0308E+02  7.1861E-03  6.8330E-03 -8.5004E-05  1.4508E-04  3.1064E-05 
   2.0876E+02  6.8554E-03  6.4402E-03 -5.2405E-05  2.9892E-05  1.0990E-05 
   2.1448E+02  6.5435E-03  6.0704E-03 -4.7525E-05  1.2320E-04  2.5657E-05 
   2.2025E+02  6.2500E-03  5.6954E-03 -5.5769E-05  3.0273E-04  2.6994E-05
   2.2607E+02  5.9704E-03  5.3196E-03 -8.5285E-05  5.4343E-04 -3.4996E-06 
   2.3194E+02  5.7061E-03  4.9604E-03 -1.2953E-04  7.6458E-04 -1.8785E-05 
   2.3784E+02  5.4699E-03  4.6210E-03 -1.6336E-04  8.1589E-04  1.7898E-05 
   2.4379E+02  5.2461E-03  4.3113E-03 -2.5542E-04  8.0629E-04  4.7793E-05 
   2.4978E+02  5.0131E-03  4.0136E-03 -3.5757E-04  9.1971E-04  4.0273E-05 
   2.5581E+02  4.7845E-03  3.7254E-03 -4.8085E-04  1.1874E-03  1.7722E-05 
   2.6188E+02  4.5912E-03  3.4572E-03 -5.5009E-04  1.3757E-03  3.8109E-05 
   2.6798E+02  4.3999E-03  3.1834E-03 -6.2732E-04  1.4158E-03  3.4697E-05 
   2.7412E+02  4.2109E-03  2.9098E-03 -6.7276E-04  1.5542E-03  2.3183E-05 
   2.8028E+02  4.0366E-03  2.6465E-03 -7.6936E-04  1.7437E-03  1.6116E-05 
   2.8648E+02  3.8717E-03  2.4006E-03 -8.4164E-04  2.0106E-03 -1.1274E-06 
   2.9271E+02  3.7239E-03  2.1765E-03 -9.1546E-04  2.2478E-03  6.4398E-06 
   2.9897E+02  3.5997E-03  1.9681E-03 -8.9497E-04  2.3300E-03  4.8530E-05 
   3.0525E+02  3.4734E-03  1.7668E-03 -8.7950E-04  2.3276E-03  5.9012E-05 
   3.1155E+02  3.3534E-03  1.5785E-03 -8.2563E-04  2.3826E-03  3.6101E-05 
   3.1788E+02  3.2439E-03  1.3951E-03 -7.6627E-04  2.4384E-03  1.4197E-05 
   3.2423E+02  3.1484E-03  1.2172E-03 -6.4212E-04  2.4391E-03  1.9754E-05 
   3.3059E+02  3.0619E-03  1.0415E-03 -4.9822E-04  2.3863E-03  2.6734E-05 
   3.3698E+02  2.9824E-03  8.6710E-04 -3.1587E-04  2.3621E-03  3.6467E-05 
   3.4338E+02  2.9119E-03  7.0290E-04 -1.4916E-04  2.3286E-03  6.4154E-05 
   3.4979E+02  2.8385E-03  5.5210E-04 -2.5422E-05  2.2900E-03  6.8834E-05 
   3.5621E+02  2.7793E-03  4.1552E-04  2.9378E-05  2.2677E-03  7.2155E-05 
   3.6265E+02  2.7350E-03  2.9369E-04  5.8896E-05  2.2323E-03  8.2563E-05 
   3.6909E+02  2.6987E-03  1.9045E-04  8.4837E-05  2.2306E-03  6.9879E-05 
   3.7555E+02  2.6771E-03  1.0748E-04  1.1356E-04  2.2842E-03  6.7733E-05 
   3.8200E+02  2.6620E-03  4.6238E-05  1.2470E-04  2.3396E-03  6.2693E-05
   3.8846E+02  2.6540E-03  8.7302E-06  1.2622E-04  2.3398E-03  5.4601E-05 
   3.9492E+02  2.6552E-03 -4.3040E-06  1.2720E-04  2.3028E-03  6.3926E-05 
