theta_kw,kw,theta_ke,ke,theta_sst,sst,theta_rsm,rsm,theta_data,data
15.3422047905869,0.911368699097513,,,1.65189646853746,0.519320461620704,-4.65848002365722,0.51954146667772,,
16.9465377970771,0.926780118406797,,,2.50754073866555,0.522399798748467,-3.48196915223109,0.514974028832713,,
17.9091376009712,0.93642014851285,,,4.43274034645376,0.541347298970015,-2.30545828080496,0.511413391803002,,
19.2460817730463,0.950427659507563,,,5.50229568411388,0.558937664434033,-1.12894740937884,0.510001415049841,,
20.7969370126535,0.964277309747264,,,6.19750665359295,0.570575217760448,0.047563462047286,0.508520681167831,,
21.7595368165476,0.972538689259547,,,7.16010645748705,0.598194710858149,1.22407433347342,0.509817244168994,,
23.0964809886227,0.983044322505582,,,7.80183966008312,0.617508097229647,2.40058520489954,0.511843123858312,,
24.6473362282299,0.992786962102393,,,8.22966179514717,0.629123140781736,3.57709607632567,0.515416038946746,,
25.609936032124,0.998701478390167,,,8.97835053150924,0.656675104556461,4.75360694775179,0.519751947684403,,
26.9468802041992,1.00370829533662,,,9.56660596722231,0.677987358888085,5.93011781917792,0.527571317082653,,
28.4977354438063,1.00833098444589,,,9.88747256852034,0.687873651771957,7.08880276830971,0.534311971321657,,
29.4603352477004,1.00877299455992,,,10.2618169367014,0.714750322316908,8.28313956203017,0.544588706472924,,
,,,,10.7965946055314,0.733658532750543,9.13878383215826,0.559513914656772,,
,,,,11.1174612068295,0.746218986824314,9.67356150098832,0.57734165592277,,
,,,,11.5987611087765,0.772960598723311,10.1013836360524,0.596813253850957,,
,,,,12.0800610107236,0.793827159523286,10.5826835379994,0.613929043111852,,
,,,,12.4009276120216,0.804969497814534,11.0639834399465,0.632445583472218,,
,,,,12.8287497470857,0.830765699191849,11.4276322547509,0.65011125436307,,
,,,,13.4170051827987,0.855940630797774,11.6629344290361,0.669721769755668,,
,,,,13.7378717840968,0.864530360680482,12.3593337933348,0.73595452973177,,
,,,,14.2191716860438,0.891812207163297,11.9731054769576,0.69445776076224,,
,,,,14.7004715879909,0.910720417596931,12.1870165444896,0.712386796012704,,
,,,,16.090893526949,0.952372504009308,12.7752719802026,0.759792380742744,,
,,,,16.9465377970771,0.969655099467999,13.0319652612411,0.783405134010461,,
,,,,17.7487043003222,0.981423618754127,13.2565718821497,0.805374673752398,,
,,,,19.4065150736954,0.998459425232483,13.5239607165647,0.826848998459168,,
,,,,20.3049415573299,1.00261432030439,13.8448273178628,0.848188264519984,,
,,,,21.4743220598382,1.00661205622465,14.2298672394204,0.870364894185718,,
,,,,23.2569142892718,1.01179339700581,14.6087954161914,0.890461620703752,,
,,,,24.4334251606979,1.01341410075727,15.2233653086247,0.906938775510204,,
,,,,25.289069430826,1.0147695984403,15.5694852998397,0.925489080532059,,
,,,,27.1073135048482,1.01665550826018,15.876982459417,0.945700606899154,,
,,,,28.2838243762743,1.01768686519292,16.5721934288961,0.968903682274143,,
,,,,29.1394686464024,1.01768686519292,17.6952265334392,0.98659882050593,,
,,,,,,18.8717374048653,0.998341555868741,,
,,,,,,20.0482482762914,1.00504046470809,,
,,,,,,21.2247591477176,1.01017269325436,,
,,,,,,22.4012700191437,1.01345830176867,,
,,,,,,23.6223456963056,1.01509180978136,,
,,,,,,24.7542917619959,1.01842354871631,,
,,,,,,25.9308026334221,1.02004425246776,,
,,,,,,27.1073135048482,1.02070726763881,,
,,,,,,28.2838243762743,1.02173862457155,,
,,,,,,29.4068574808174,1.02173862457155,,
